,budget,id,popularity,production_companies,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,genres_list,Countries,release_year,language
1324,38000000,14324,6.760922,5,5410749,93.0,"['English', 'P']",1,Virgin Territory,4.3,75,"['Adventure', 'Action', 'Comedy', 'Romance']",4,2007,en
1325,40000000,14325,3.87823,3,9793496,130.0,['English'],1,The Express,7.1,71,['Drama'],2,2008,en
1326,38000000,299687,57.889964,4,109906372,112.0,['English'],1,The 5th Wave,5.6,1945,"['Adventure', 'Science Fiction']",1,2016,en
1327,37000000,312221,57.773583,2,173567581,133.0,['English'],1,Creed,7.3,1915,['Drama'],1,2015,en
1328,37000000,23168,24.218358,3,154026136,125.0,['English'],1,The Town,7.0,1468,"['Crime', 'Drama', 'Thriller']",1,2010,en
1329,40000000,76494,27.009723,4,79700000,110.0,['English'],1,What to Expect When You're Expecting,5.8,594,"['Romance', 'Comedy', 'Drama']",1,2012,en
1330,37000000,4944,31.941347,5,163720069,96.0,['English'],1,Burn After Reading,6.5,1222,"['Comedy', 'Drama']",3,2008,en
1331,37000000,10488,14.353279,1,100076342,96.0,['English'],1,Nim's Island,5.6,330,"['Adventure', 'Comedy', 'Family', 'Fantasy']",1,2008,en
1332,38000000,96721,33.003828,5,90247624,123.0,"['English', 'Deutsch', 'Italiano', 'Fran']",1,Rush,7.7,2277,"['Drama', 'Action']",2,2013,en
1333,37000000,334,30.993736,3,48451803,188.0,"['English', 'Fran', 'Deutsch']",1,Magnolia,7.5,825,['Drama'],1,1999,en
1334,30000000,23742,25.825771,0,55583804,107.0,"['English', 'Espa']",1,Cop Out,5.3,511,"['Action', 'Comedy', 'Crime']",1,2010,en
1335,38000000,259694,46.078371,2,112343513,110.0,['English'],1,How to Be Single,5.9,1201,"['Comedy', 'Romance']",1,2016,en
1336,37000000,62837,6.63839,2,95404397,113.0,['English'],1,Dolphin Tale,6.7,163,"['Drama', 'Family']",1,2011,en
1337,37000000,8966,127.084938,6,392616625,122.0,['English'],1,Twilight,5.8,3561,"['Adventure', 'Fantasy', 'Drama', 'Romance']",1,2008,en
1338,36000000,8470,27.465433,2,102244770,116.0,"['English', 'Espa']",1,John Q,7.0,594,"['Drama', 'Thriller', 'Crime']",1,2002,en
1339,65000000,11001,16.865782,1,117758500,93.0,['English'],1,Blue Streak,6.1,352,"['Action', 'Comedy', 'Crime']",2,1999,en
1340,37000000,138832,100.348805,4,269994119,110.0,['English'],1,We're the Millers,6.8,2972,"['Comedy', 'Crime']",1,2013,en
1341,36500000,16911,2.785832,3,21834845,115.0,['P'],1,Obitaemyy Ostrov,5.3,23,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",1,2008,ru
1342,36000000,2163,9.176339,3,50159144,95.0,['English'],1,Breakdown,6.6,198,"['Drama', 'Action', 'Thriller']",1,1997,en
1343,36000000,36670,23.380757,3,160000000,134.0,"['English', 'Fran', 'Espa']",1,Never Say Never Again,5.8,338,"['Adventure', 'Action', 'Thriller']",3,1983,en
1344,36000000,23048,33.926473,2,64572262,101.0,"['P', 'English']",1,Hot Tub Time Machine,6.0,894,"['Science Fiction', 'Comedy', 'Adventure']",1,2010,en
1345,36000000,227735,6.967857,3,52424533,107.0,['English'],1,Dolphin Tale 2,6.7,96,"['Family', 'Drama']",1,2014,en
1346,42000000,2155,11.470135,2,32168970,124.0,['English'],1,Reindeer Games,5.4,173,['Thriller'],1,2000,en
1347,36000000,8409,19.854932,2,44350926,109.0,"['English', 'Espa']",1,A Man Apart,5.8,258,"['Action', 'Drama']",2,2003,en
1348,37000000,222936,29.652536,2,26250020,105.0,"['P', 'English']",1,Aloha,5.2,692,"['Drama', 'Comedy', 'Romance']",1,2015,en
1349,0,31908,8.102925,2,0,130.0,['English'],1,Ghosts of Mississippi,6.2,40,"['History', 'Drama']",1,1996,en
1350,0,10219,2.79483,1,0,127.0,"['Deutsch', 'English']",1,Snow Falling on Cedars,6.3,32,"['Drama', 'Romance']",1,1999,en
1351,37000000,48171,11.492474,7,96047633,114.0,"['English', 'Italiano', 'Magyar', 'P', 'Latin', 'Cymraeg']",1,The Rite,5.8,556,"['Drama', 'Thriller', 'Horror']",3,2011,en
1352,36000000,782,70.398356,2,12532777,106.0,"['English', 'Esperanto']",1,Gattaca,7.5,1808,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",1,1997,en
1353,36000000,75531,1.068453,4,3003296,95.0,['English'],1,Isn't She Great,4.6,14,"['Drama', 'Comedy']",1,2000,de
1354,37000000,11802,6.293217,5,63800345,81.0,['English'],1,Space Chimps,5.2,99,"['Animation', 'Family']",1,2008,en
1355,0,9776,3.457194,1,0,95.0,['English'],1,Head of State,5.3,71,['Comedy'],1,2003,en
1356,35000000,18785,82.21166,3,459270619,100.0,['English'],1,The Hangover,7.2,6173,['Comedy'],2,2009,en
1357,36000000,365222,19.167377,0,156844753,105.0,['English'],1,葉問3,6.5,379,"['Action', 'Drama', 'History']",1,2015,cn
1358,33000000,817,18.316151,1,310940086,95.0,"['Deutsch', 'English']",1,Austin Powers: The Spy Who Shagged Me,6.2,1011,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",1,1999,en
1359,35000000,268,44.104469,1,411348924,126.0,"['English', 'Fran']",1,Batman,7.0,2096,"['Fantasy', 'Action']",2,1989,en
1360,0,45054,6.668679,0,0,112.0,['English'],1,There Be Dragons,5.9,27,['Drama'],0,2011,en
1361,35000000,943,36.172182,1,321731527,118.0,['English'],1,Lethal Weapon 3,6.4,811,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",1,1992,en
1362,29000000,22881,25.767395,2,309208309,129.0,['English'],1,The Blind Side,7.2,1597,['Drama'],1,2009,en
1363,35000000,10054,21.543389,3,147934180,88.0,"['Espa', 'English']",1,Spy Kids,5.5,867,"['Action', 'Comedy', 'Family', 'Adventure']",1,2001,en
1364,35000000,51540,50.309843,2,117000000,98.0,['English'],1,Horrible Bosses,6.5,2277,"['Comedy', 'Crime']",1,2011,en
1365,38000000,44264,49.292384,4,252276927,110.0,['English'],1,True Grit,7.2,1668,"['Drama', 'Adventure', 'Western']",1,2010,en
1366,35000000,350,83.893257,4,326551094,109.0,"['English', 'Fran']",1,The Devil Wears Prada,7.0,3088,"['Comedy', 'Drama', 'Romance']",1,2006,en
1367,35000000,152,24.616634,1,139000000,132.0,['English'],1,Star Trek: The Motion Picture,6.2,530,"['Science Fiction', 'Adventure', 'Mystery']",1,1979,en
1368,35000000,109431,34.005726,3,173965010,111.0,['English'],1,Identity Thief,5.6,1645,"['Comedy', 'Crime']",1,2013,en
1369,35000000,1598,27.714043,4,182300000,128.0,['English'],1,Cape Fear,7.0,675,"['Crime', 'Thriller']",1,1991,en
1370,35000000,8065,45.149948,2,69823199,123.0,['English'],1,21,6.5,1375,"['Drama', 'Crime']",1,2008,en
1371,35000000,271718,72.774941,4,140795793,125.0,['English'],1,Trainwreck,5.9,1181,['Comedy'],1,2015,en
1372,35000000,11638,3.74263,3,68915888,105.0,"['Fran', 'English', 'Polski', 'Portugu']",1,Guess Who,5.5,225,"['Comedy', 'Romance']",1,2005,en
1373,27000000,409,29.381878,2,231976425,162.0,"['Deutsch', 'Italiano', 'English']",1,The English Patient,7.0,542,"['Drama', 'Romance', 'War']",2,1996,en
1374,35000000,2118,24.860326,2,126216940,138.0,['English'],1,L.A. Confidential,7.7,1310,"['Crime', 'Drama', 'Mystery', 'Thriller']",1,1997,en
1375,35000000,11459,11.041659,2,86369815,100.0,['English'],1,Sky High,5.8,550,"['Adventure', 'Comedy', 'Family']",1,2005,en
1376,35000000,10806,11.897925,2,0,90.0,['English'],1,In & Out,6.3,177,"['Comedy', 'Romance']",1,1997,en
1377,35000000,9348,23.607071,0,113374103,108.0,['English'],1,Species,5.5,453,"['Science Fiction', 'Horror', 'Action']",1,1995,en
1378,1800000,377,38.204158,2,25504513,91.0,['English'],1,A Nightmare on Elm Street,7.2,1180,['Horror'],1,1984,en
1379,33000000,8843,25.413955,3,104155843,107.0,['English'],1,The Cell,6.0,436,"['Horror', 'Science Fiction', 'Thriller']",2,2000,en
1380,0,9313,28.98027,1,0,132.0,['English'],1,The Man in the Iron Mask,6.3,1018,"['Action', 'Adventure', 'Drama']",2,1998,en
1381,35000000,39486,9.525037,3,60251371,123.0,['English'],1,Secretariat,6.8,103,['Drama'],1,2010,en
1382,34000000,1273,18.39217,4,95608995,90.0,['English'],1,TMNT,6.0,345,"['Adventure', 'Animation', 'Comedy', 'Family']",1,2007,en
1383,32000000,13920,9.254647,1,52277485,109.0,['English'],1,Radio,6.8,141,['Drama'],1,2003,en
1384,35000000,50544,40.526587,3,150483765,109.0,['English'],1,Friends with Benefits,6.5,2237,"['Romance', 'Comedy']",1,2011,en
1385,35000000,325133,50.179171,4,108758521,91.0,['English'],1,Neighbors 2: Sorority Rising,5.6,1462,['Comedy'],1,2016,en
1386,35000000,140823,31.957947,4,112544580,125.0,['English'],1,Saving Mr. Banks,7.3,1226,"['Comedy', 'Drama', 'History']",3,2013,en
1387,34000000,1883,19.822791,1,48169908,202.0,['English'],1,Malcolm X,7.2,370,"['Drama', 'History']",1,1992,en
1388,35000000,89492,38.429648,1,88058786,134.0,['English'],1,This Is 40,5.6,896,['Comedy'],1,2012,en
1389,35000000,22949,13.707843,2,92219310,88.0,['English'],1,Old Dogs,5.2,210,"['Comedy', 'Family']",1,2009,en
1390,35000000,12437,51.927471,3,91353501,92.0,['English'],1,Underworld: Rise of the Lycans,6.2,1428,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",1,2009,en
1391,35000000,2959,14.503568,5,69307224,91.0,['English'],1,License to Wed,5.2,253,['Comedy'],2,2007,en
1392,0,9957,6.74556,3,0,80.0,"['English', 'Espa']",1,The Benchwarmers,5.2,242,['Comedy'],1,2006,en
1393,30000000,11648,11.120167,2,58405313,98.0,['English'],1,Must Love Dogs,5.8,140,"['Comedy', 'Romance']",1,2005,en
1394,35000000,9366,40.370442,4,41954997,127.0,"['English', 'Italiano']",1,Donnie Brasco,7.4,1147,"['Crime', 'Drama', 'Thriller']",1,1997,en
1395,33000000,1576,40.715623,3,102984862,100.0,['English'],1,Resident Evil,6.4,2065,"['Horror', 'Action', 'Science Fiction']",4,2002,en
1396,10700000,609,36.230204,1,122200000,114.0,['English'],1,Poltergeist,7.0,794,['Horror'],1,1982,en
1397,0,5516,23.666229,3,0,104.0,"['English', 'Ti']",1,The Ladykillers,6.0,415,"['Comedy', 'Crime', 'Thriller']",1,2004,en
1398,35000000,13051,25.903237,6,85416905,100.0,"['English', 'P', 'Espa']",1,Max Payne,5.2,613,['Action'],2,2008,en
1399,40000000,49530,60.231382,3,173930596,109.0,['English'],1,In Time,6.7,3417,"['Action', 'Thriller', 'Science Fiction']",1,2011,en
1400,35000000,34806,18.38292,2,77477008,106.0,['English'],1,The Back-Up Plan,5.7,458,"['Comedy', 'Romance']",1,2010,en
1401,35000000,49022,14.029012,2,59901913,112.0,['English'],1,Something Borrowed,5.9,296,"['Comedy', 'Drama', 'Romance']",1,2011,en
1402,0,11469,15.913783,5,0,95.0,['English'],1,Black Knight,5.1,287,"['Adventure', 'Comedy', 'Fantasy']",1,2001,en
1403,35000000,23479,6.889633,1,35323292,102.0,"['English', 'Espa']",1,The Bad News Bears,6.9,97,"['Comedy', 'Family']",1,1976,en
1404,35000000,11667,19.286099,2,99423521,102.0,['English'],1,Street Fighter,4.1,325,"['Action', 'Adventure', 'Thriller']",2,1994,en
1405,35000000,423,50.587541,9,120072577,150.0,"['English', 'Deutsch', 'P']",1,The Pianist,8.0,1864,"['Drama', 'War']",4,2002,en
1406,35000000,2447,3.721272,3,0,101.0,"['English', 'Portugu']",1,The Nativity Story,6.4,35,"['Drama', 'History']",1,2006,en
1407,40000000,10066,17.157738,2,68766121,113.0,"['English', 'P']",1,House of Wax,5.5,677,['Horror'],1,2005,en
1408,27000000,2288,22.636908,1,115505027,104.0,['English'],1,Closer,6.7,811,"['Drama', 'Romance']",1,2004,en
1409,35000000,88794,28.069419,3,84606030,137.0,['English'],1,J. Edgar,6.0,741,"['Drama', 'Crime', 'History']",1,2011,en
1410,35000000,13515,19.774543,5,72436439,110.0,['English'],1,Mirrors,6.0,485,"['Horror', 'Mystery', 'Thriller']",2,2008,en
1411,35000000,11979,11.644243,4,45479110,101.0,['English'],1,Queen of the Damned,5.4,239,"['Drama', 'Fantasy', 'Horror']",2,2002,en
1412,35000000,169,27.934978,4,57120318,108.0,['English'],1,Predator 2,5.9,730,"['Science Fiction', 'Action', 'Thriller']",1,1990,en
1413,35000000,8090,12.677505,2,32483410,101.0,['English'],1,Untraceable,5.9,238,['Drama'],1,2008,en
1414,35000000,11622,8.737058,3,40263020,112.0,"['Latin', 'English', 'Fran', 'Deutsch']",1,Blast from the Past,6.3,245,"['Comedy', 'Romance']",1,1999,en
1415,35000000,3604,12.343507,2,27107960,111.0,['English'],1,Flash Gordon,6.1,233,['Science Fiction'],1,1980,en
1416,35000000,9541,14.699342,4,36098382,102.0,['English'],1,Jersey Girl,5.8,325,"['Comedy', 'Romance']",1,2004,en
1417,45000000,94348,14.513243,1,30353232,101.0,"['English', 'Deutsch']",1,Alex Cross,5.1,300,"['Action', 'Thriller', 'Crime', 'Mystery']",1,2012,en
1418,35000000,8197,5.525544,1,25105255,155.0,['English'],1,Midnight in the Garden of Good and Evil,6.3,157,"['Crime', 'Drama', 'Mystery', 'Thriller']",1,1997,en
1419,8900000,336004,15.079993,3,4100000,93.0,['English'],1,Heist,5.6,318,"['Crime', 'Action', 'Thriller']",1,2015,en
1420,35000000,35019,23.835055,5,93246388,109.0,['English'],1,Nanny McPhee and the Big Bang,6.0,436,"['Comedy', 'Fantasy']",3,2010,en
1421,35000000,10410,5.926966,2,0,140.0,"['English', 'Italiano', 'Latin']",1,Hoffa,6.1,81,"['Crime', 'History']",1,1992,en
1422,30000000,8836,25.454549,4,68369434,104.0,['English'],1,The X Files: I Want to Believe,5.5,523,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",2,2008,en
1423,31000000,14442,22.71592,1,27388767,96.0,['English'],1,Ella Enchanted,5.9,437,"['Family', 'Fantasy', 'Comedy']",2,2004,en
1424,35000000,321741,35.120736,6,50363790,123.0,['English'],1,Concussion,7.0,823,['Drama'],3,2015,en
1425,35000000,59965,19.893646,6,82087155,106.0,['English'],1,Abduction,5.6,961,"['Thriller', 'Action', 'Mystery']",1,2011,en
1426,35000000,14175,14.051852,2,19478106,76.0,['English'],1,Valiant,5.2,235,"['Animation', 'Family', 'Adventure']",1,2005,en
1427,35000000,11004,9.011729,6,0,111.0,['English'],1,Wonder Boys,6.9,161,"['Comedy', 'Drama']",4,2000,en
1428,35000000,11918,19.088655,1,25871834,85.0,['English'],1,Superhero Movie,4.9,379,"['Action', 'Comedy', 'Science Fiction']",1,2008,en
1429,56000000,98357,29.490057,7,19701164,109.0,['English'],1,Broken City,5.7,593,"['Thriller', 'Crime', 'Drama']",1,2013,en
1430,35000000,10012,11.195593,2,19294901,97.0,['English'],1,Cursed,5.1,167,"['Horror', 'Comedy']",2,2005,en
1431,35000000,49526,17.709888,1,31083599,91.0,['English'],1,Premium Rush,6.2,832,"['Crime', 'Action', 'Thriller']",1,2012,en
1432,35000000,268920,18.262017,2,51680201,87.0,"['Espa', 'English']",1,Hot Pursuit,5.4,647,"['Action', 'Comedy', 'Crime']",1,2015,en
1433,35000000,9093,10.10364,5,29882645,132.0,['English'],1,The Four Feathers,6.5,159,"['War', 'Adventure', 'Drama', 'Romance']",2,2002,en
1434,35000000,119283,28.670477,1,46216641,118.0,['English'],1,Parker,5.7,1455,"['Action', 'Crime']",1,2013,en
1435,31000000,11823,16.736734,1,41512007,98.0,['English'],1,Wimbledon,6.0,293,"['Comedy', 'Romance']",2,2004,en
1436,35000000,35169,13.668633,5,39340177,92.0,['English'],1,Furry Vengeance,4.6,149,['Comedy'],2,2010,en
1437,30000000,118957,9.780588,6,0,93.0,['English'],1,Bait,5.3,191,"['Action', 'Horror', 'Thriller']",2,2012,en
1438,27000000,849,9.904881,2,16519460,117.0,['English'],1,Krull,5.8,129,"['Fantasy', 'Action', 'Adventure']",4,1983,en
1439,35000000,4515,9.789027,4,63215872,92.0,['English'],1,Lions for Lambs,6.0,216,"['Action', 'Adventure', 'Drama', 'History']",1,2007,en
1440,35000000,18886,6.81729,1,0,115.0,['English'],1,Flight of the Intruder,5.7,31,"['Action', 'Adventure', 'Drama', 'Thriller']",1,1991,en
1441,35000000,6575,10.73522,2,18317151,96.0,['English'],1,Walk Hard: The Dewey Cox Story,6.6,212,"['Comedy', 'Music']",1,2007,en
1442,0,6440,11.1399,1,0,111.0,['English'],1,The Shipping News,6.4,108,"['Drama', 'Romance']",1,2001,en
1443,35000000,13496,6.727949,1,13678913,94.0,['English'],1,American Outlaws,5.7,55,"['Action', 'Western']",1,2001,en
1444,35000000,18320,16.343317,1,27409889,105.0,"['English', 'Magyar']",1,The Young Victoria,7.0,322,"['Drama', 'History', 'Romance']",2,2009,en
1445,40000000,22787,14.818718,4,12206028,101.0,"['English', 'P']",1,Whiteout,5.3,220,"['Action', 'Crime', 'Mystery', 'Thriller']",3,2009,en
1446,32000000,8967,43.862456,3,54674226,139.0,['English'],1,The Tree of Life,6.5,987,"['Drama', 'Fantasy']",1,2011,en
1447,33000000,37498,2.706207,3,0,91.0,"['English', 'Italiano']",1,Knock Off,4.7,64,"['Action', 'Adventure', 'Thriller']",3,1998,en
1448,35000000,144336,27.903999,4,17508518,110.0,['English'],1,Sabotage,5.5,555,"['Action', 'Drama', 'Thriller', 'Crime']",1,2014,en
1449,35000000,9616,3.746806,2,11560806,102.0,['English'],1,The Order,4.8,91,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",2,2003,en
1450,20500000,13056,17.112498,6,10089373,102.0,"['P', 'English']",1,Punisher: War Zone,5.6,294,"['Action', 'Crime']",3,2008,en
1451,35000000,14113,10.304172,2,12506188,83.0,['English'],1,Zoom,4.9,135,"['Family', 'Fantasy', 'Comedy']",1,2006,en
1452,35000000,285783,37.335721,3,61181942,123.0,"['Fran', 'English']",1,The Walk,6.9,1121,"['Adventure', 'Drama', 'Thriller']",1,2015,en
1453,0,49478,0.912395,2,0,103.0,['English'],1,Warriors of Virtue,4.7,9,"['Fantasy', 'Family', 'Action']",2,1997,en
1454,35000000,9726,16.782471,1,42064105,118.0,"['English', 'Fran', 'P']",1,A Good Year,6.5,357,"['Comedy', 'Drama', 'Romance']",1,2006,en
1455,35000000,20763,3.503408,2,4651977,114.0,['English'],1,Radio Flyer,6.6,53,['Drama'],1,1992,en
1456,35000000,9702,9.122828,1,0,180.0,['English'],1,Bound by Honor,7.7,115,"['Action', 'Crime', 'Drama', 'Thriller']",1,1993,en
1457,35000000,9311,5.419181,2,0,121.0,['English'],1,Smilla's Sense of Snow,6.6,60,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",3,1997,en
1458,35000000,9280,9.07278,2,16838910,114.0,"['English', 'Fran', 'Espa']",1,Femme Fatale,6.2,142,"['Thriller', 'Crime', 'Romance']",2,2002,en
1459,35000000,26843,2.864979,1,0,173.0,"['English', 'Fran', 'Espa']",1,Lion of the Desert,7.4,34,"['Action', 'History', 'War']",2,1981,en
1460,35000000,11876,2.877488,0,15000000,135.0,"['Fran', 'Italiano']",1,Le Hussard sur le toit,6.7,25,"['War', 'Adventure', 'Drama', 'Romance']",1,1995,en
1461,38000000,22267,5.516207,2,635096,138.0,['English'],1,Ride with the Devil,6.6,49,"['Drama', 'War', 'Romance', 'Western']",1,1999,en
1462,0,45958,13.930763,4,25147786,148.0,"['Espa', 'Wolof']",1,Biutiful,7.0,291,['Drama'],2,2010,es
1463,35000000,1969,20.27704,3,10496317,93.0,"['English', 'Espa']",1,Bandidas,5.8,307,"['Action', 'Comedy', 'Western', 'Crime']",3,2006,es
1464,0,310706,0.126738,1,0,100.0,['English'],1,Black Water Transit,0.0,0,"['Drama', 'Crime']",1,2009,en
1465,34000000,198663,131.815575,6,348319861,113.0,['English'],1,The Maze Runner,7.0,5371,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",1,2014,en
1466,35000000,239573,16.832312,4,14431253,91.0,['English'],1,Unfinished Business,5.0,320,['Comedy'],1,2015,en
1467,34000000,10436,9.133747,1,32255440,139.0,"['English', 'Italiano']",1,The Age of Innocence,7.0,169,"['Drama', 'Romance']",1,1993,en
1468,35000000,1381,24.606012,4,15304890,96.0,['English'],1,The Fountain,6.8,827,"['Drama', 'Adventure', 'Science Fiction', 'Romance']",1,2006,en
1469,70000000,2162,3.276912,1,11263966,101.0,['English'],1,Chill Factor,5.3,29,"['Action', 'Comedy', 'Thriller']",1,1999,en
1470,35000000,127493,16.830184,3,2106557,96.0,"['svenska', 'English']",1,Stolen,5.1,344,"['Action', 'Crime', 'Drama', 'Thriller']",1,2012,en
1471,41677699,12429,39.58676,8,187479518,100.0,[],1,崖の上のポニョ,7.5,926,"['Animation', 'Family']",1,2008,ja
1472,34000000,228205,41.946523,1,63013281,128.0,['English'],1,The Longest Ride,7.3,1064,"['Drama', 'Romance']",1,2015,en
1473,75000000,2900,20.697556,2,19598588,109.0,['English'],1,The Astronaut's Wife,5.4,254,"['Drama', 'Science Fiction', 'Thriller']",1,1999,en
1474,34000000,21311,1.656695,1,0,114.0,['English'],1,I Dreamed of Africa,5.3,18,"['Romance', 'Drama', 'Adventure']",1,2000,en
1475,35000000,77875,17.932561,3,0,106.0,['English'],1,Playing for Keeps,5.4,240,"['Comedy', 'Romance']",1,2012,en
1476,35000000,192136,15.50957,5,27330000,141.0,"['English', 'Afrikaans']",1,Mandela: Long Walk to Freedom,6.5,224,"['Drama', 'History']",2,2013,en
1477,32000000,18254,4.602185,2,40382659,195.0,"['Deutsch', 'suomi', 'Fran', 'P', 'English']",1,Reds,7.1,67,"['Drama', 'History']",1,1981,en
1478,40000000,881,40.379966,1,243240178,138.0,['English'],1,A Few Good Men,7.1,877,['Drama'],1,1992,en
1479,50000000,10877,12.601306,2,79958599,101.0,['Italiano'],1,Exit Wounds,5.3,110,"['Action', 'Crime', 'Thriller']",2,2001,en
1480,30000000,9600,24.389194,2,173959438,98.0,['English'],1,Big Momma's House,5.6,506,"['Crime', 'Comedy']",2,2000,en
1481,34000000,202575,12.867326,3,0,85.0,"['Deutsch', 'Fran', 'English']",1,The House of Magic,6.3,121,"['Family', 'Fantasy', 'Animation', 'Adventure']",2,2013,en
1482,30000000,71469,23.328823,5,64626786,89.0,['English'],1,The Darkest Hour,4.8,469,"['Horror', 'Action', 'Thriller', 'Science Fiction']",2,2011,en
1483,33000000,85446,29.775441,1,140470746,99.0,['English'],1,Step Up Revolution,6.7,663,"['Music', 'Drama', 'Romance']",1,2012,en
1484,33000000,326,19.642328,1,62022014,105.0,['English'],1,Snakes on a Plane,5.1,497,"['Action', 'Crime', 'Horror', 'Thriller']",1,2006,en
1485,33000000,10685,7.339908,1,0,96.0,"['Ti', 'English']",1,The Watcher,4.9,110,"['Mystery', 'Thriller']",1,2000,en
1486,33000000,7220,35.099611,3,54700105,124.0,['English'],1,The Punisher,6.1,766,"['Action', 'Crime', 'Drama']",2,2004,en
1487,30000000,9763,16.541791,2,27610873,118.0,"['English', 'Espa']",1,Goal!: The Dream Begins,6.6,238,['Drama'],2,2005,en
1488,30000000,72387,31.92695,4,40346186,94.0,"['English', 'P']",1,Safe,6.3,799,"['Action', 'Crime', 'Thriller']",1,2012,en
1489,33000000,12596,9.060642,4,0,124.0,['English'],1,Pushing Tin,5.7,116,"['Comedy', 'Drama']",2,1999,en
1490,32350000,1892,46.509071,2,572700000,135.0,['English'],1,Return of the Jedi,7.9,4665,"['Adventure', 'Action', 'Science Fiction']",1,1983,en
1491,30000000,13460,21.538222,6,22211426,108.0,['English'],1,Doomsday,5.8,363,"['Action', 'Thriller', 'Science Fiction']",4,2008,en
1492,32000000,8055,33.923786,3,113019290,124.0,"['English', 'Deutsch', 'Latin']",1,The Reader,7.2,813,"['Drama', 'Romance']",2,2008,en
1493,35000000,50647,20.908494,3,24159934,98.0,['English'],1,Wanderlust,5.3,394,['Comedy'],1,2012,en
1494,32000000,10719,16.901954,2,173398518,97.0,['English'],1,Elf,6.4,987,"['Comedy', 'Family', 'Fantasy']",2,2003,en
1495,32000000,9294,15.039407,1,152036382,123.0,['English'],1,Phenomenon,6.2,323,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",1,1996,en
1496,33000000,11888,13.655735,1,0,99.0,['English'],1,Snow Dogs,5.3,185,"['Adventure', 'Comedy', 'Family']",2,2002,en
1497,0,9647,21.620317,1,60328000,101.0,['English'],1,Scrooged,6.7,390,"['Fantasy', 'Comedy', 'Drama']",1,1988,en
1498,32000000,9353,14.642055,2,80197993,92.0,"['Espa', 'English']",1,Nacho Libre,5.6,359,"['Comedy', 'Family']",1,2006,en
1499,32500000,55721,17.107065,3,288383523,125.0,['English'],1,Bridesmaids,6.5,1661,"['Comedy', 'Romance']",1,2011,en
1500,32000000,109414,38.21708,3,126041322,107.0,['English'],1,This Is the End,6.3,2359,"['Action', 'Comedy']",1,2013,en
1501,29000000,10307,14.993169,1,50041732,103.0,"['English', 'Italiano', 'Portugu']",1,Stigmata,6.0,242,['Horror'],1,1999,en
1502,32000000,11978,24.147269,0,48814909,129.0,['English'],1,Men of Honor,7.0,544,['Drama'],1,2000,en
1503,32000000,22907,18.47242,1,69055695,107.0,['English'],1,Takers,6.0,394,"['Action', 'Crime', 'Drama', 'Thriller']",1,2010,en
1504,35000000,87567,18.84332,2,21819348,90.0,"['English', 'Espa', 'Latin']",1,The Big Wedding,5.7,414,['Comedy'],1,2013,en
1505,32000000,38322,15.901137,6,83615414,107.0,['English'],1,"Big Mommas: Like Father, Like Son",5.3,313,"['Crime', 'Comedy', 'Action']",1,2011,en
1506,32000000,45612,59.19888,2,147332697,93.0,['English'],1,Source Code,7.1,2699,"['Thriller', 'Science Fiction', 'Mystery']",2,2011,en
1507,32000000,7305,14.48851,2,36733909,120.0,"['English', 'Portugu']",1,Alive,6.7,374,"['Action', 'Adventure', 'Drama', 'Thriller']",1,1993,en
1508,30000000,3594,23.197408,3,77566815,101.0,['English'],1,The Number 23,6.3,1018,"['Thriller', 'Drama', 'Mystery']",2,2007,en
1509,33000000,157841,10.651202,2,9494789,105.0,['English'],1,The Young and Prodigious T.S. Spivet,6.7,232,"['Adventure', 'Drama', 'Family']",2,2013,en
1510,35000000,11519,10.032626,2,31755742,113.0,"['English', 'Deutsch']",1,1941,5.6,143,"['Action', 'Comedy']",1,1979,en
1511,0,12920,6.048743,2,0,106.0,['English'],1,Dreamer: Inspired By a True Story,6.3,67,"['Drama', 'Family']",0,2005,en
1512,32000000,59,34.628738,3,60740827,96.0,['English'],1,A History of Violence,6.9,832,"['Drama', 'Thriller', 'Crime']",3,2005,en
1513,32000000,9335,47.5612,6,85167639,87.0,"['English', 'Fran', 'Italiano']",1,Transporter 2,6.2,1061,"['Action', 'Thriller', 'Crime']",2,2005,en
1514,32000000,12106,16.473355,1,18552460,107.0,['English'],1,The Quick and the Dead,6.3,427,"['Action', 'Western']",2,1995,en
1515,28000000,11141,6.201404,3,30016165,90.0,['English'],1,Laws of Attraction,5.6,104,"['Action', 'Comedy', 'Romance', 'Thriller']",3,2004,en
1516,32000000,8649,15.560918,2,0,121.0,['English'],1,Bringing Out the Dead,6.6,225,['Drama'],1,1999,en
1517,32000000,31867,25.799697,4,18409891,111.0,['English'],1,Repo Men,6.2,620,"['Action', 'Science Fiction', 'Thriller', 'Crime']",2,2010,en
